TARGET_SCORE_02,TARGET_SCORE_01,REC_SCORE_RISCO,REC_TAXA_STATUS_A,REC_QTD_LINHAS,REC_DIAS_ENTRE_RECARGAS,REC_QTD_INST_DIST_REG,REC_DIAS_DESDE_ULTIMA_RECARGA,REC_TAXA_CARTAO_ONLINE,REC_QTD_STATUS_ZB2,REC_QTD_CARTAO_ONLINE,REC_COEF_VARIACAO_REAL,var_26,FAT_DIAS_MEDIO_CRIACAO_VENCIMENTO,REC_VLR_CREDITO_STDDEV,REC_TAXA_PLAT_PREPG,REC_VLR_REAL_STDDEV,REC_QTD_CARTAO_CHIPPRE,REC_QTD_PLANOS,REC_QTD_PLAT_AUTOC,PAG_QTD_PAGAMENTOS_TOTAL,FAT_QTD_FATURAS_PRIMEIRA,var_73,REC_QTD_STATUS_ZB1,FAT_TAXA_PRIMEIRA_FAT,FAT_DIAS_ATRASO_MIN,PAG_TAXA_PAGAMENTOS_COM_JUROS,FAT_DIAS_MAX_CRIACAO_VENCIMENTO,REC_COEF_VARIACAO_CREDITO,PAG_DIAS_ENTRE_FATURAS,FAT_DIAS_DESDE_ATIVACAO_CONTA,var_85,REC_FREQ_RECARGA_DIARIA,FAT_DIAS_DESDE_ULTIMA_FAT,FAT_DIAS_DESDE_PRIMEIRA_FAT,PAG_QTD_FATURAS_DISTINTAS,var_82,PAG_DIAS_DESDE_ULTIMA_FATURA,REC_TAXA_PLAT_CONTROLE,var_90,PAG_TAXA_FORMA_PA,PAG_QTD_PAGAMENTOS_COM_JUROS,PAG_QTD_AREAS,FAT_DIAS_ATRASO_MEDIO,REC_QTD_RECARGAS_TOTAL,var_28,var_44,PAG_VLR_PAGAMENTO_FATURA_STDDEV,REC_QTD_TIPOS_RECARGA,var_34,FAT_QTD_FAT_PREPG,PAG_FLAG_ALTO_RISCO,var_67,REC_QTD_PLATAFORMAS,PAG_QTD_STATUS_R,PAG_COEF_VARIACAO_PAGAMENTO,FAT_QTD_FATURAS_ACA,REC_QTD_INSTITUICOES,FAT_QTD_SAFRAS_DISTINTAS,FPD,NUM_CPF,SAFRA
54.96714153011233,59.26177547531641,63.99355436586002,57.78361076166638,43.24821725025618,55.70612997219531,30.92192442122609,61.806409124521444,41.36506395035066,40.41221543813225,45.76240317977297,57.03142542220004,38.85918641766912,62.27273822081263,57.85185082310376,67.2569379281477,49.669747362804394,75.05448905356894,57.65402156013349,47.32234481275155,43.21505269512778,65.41321144801321,38.21820312665723,55.53627409358232,61.74814057585692,55.107355496072735,50.11736369721936,54.308460051697466,47.75759044451814,61.72894278631478,48.56576783541071,49.13453839319397,58.79307292708977,40.95408786286926,46.60178831691703,62.40965598738532,53.2183519002277,49.45648725599798,52.651070945122434,53.32620784781039,53.48286247666818,39.00751442433485,75.11132547690008,60.387562896145035,36.42367555051093,52.613657421135734,71.98837038261284,50.20708683685403,43.28626480540115,A,34.4696307048755,52.34717732842156,B,50.94035398715103,52.46208227754019,62.19230137592039,46.16473383653814,44.290596005073404,70.7163585461212,0,CPF_00000,202502
48.61735698828815,69.0941664047013,59.246336829127685,44.488142836714665,48.55481329284482,59.68184660532861,41.39614989220498,43.72686554048697,49.68796511060916,36.474913105592776,45.46585891616146,55.33207317899313,43.6906916626221,37.89839497019115,32.22319037629799,51.21844464132454,44.96349739624404,45.48358910823053,60.73412702410445,63.22703219988979,46.94500536946347,63.33998185876925,54.32850402519974,54.203098174852045,31.21019055246173,39.8205055386485,55.27438651859997,52.36542193614863,47.8916528134542,50.17068825199726,49.6734409625969,60.90979027619465,50.39309198743465,59.32828704092198,51.821348710111764,53.198230626140656,42.18642304383054,40.829719712592095,45.39476578838686,51.01737205839927,52.83323592535667,57.254915722630145,49.80068438342755,60.688892755441984,48.732107483340585,60.77873076564802,53.43355348386303,39.31273045793674,42.86200533861302,B,38.75272360580059,45.82977817421639,A,42.835414836387194,70.13930030389815,36.50744740195455,54.29405080090311,37.28459749721777,74.27067395554913,0,CPF_00001,202503
56.47688538100692,36.01432426180859,50.59630369920174,41.81801116577693,42.075800790000386,46.686916168166775,45.863944665783556,50.45222708999982,50.18016872044446,34.1641161021242,32.04356827369985,51.654036602997046,40.579398164257555,54.38579290921005,57.147456498889454,57.53417473421093,48.27625042546338,68.9514861210897,54.98689912135544,51.75574084925822,44.02618938954857,57.777350472478545,61.10753172414642,55.91801191145016,46.722049441225366,42.41536077069135,33.88997232114832,57.67062689489702,72.3542743475696,57.9668416009162,50.64294878587582,66.62777289179469,40.87674485933642,43.04354549879804,63.59771893328313,65.38847290469344,56.91356381080525,34.39758022446283,46.61813283017531,33.19220375089348,40.63480154194509,58.818182802006646,46.87432941978673,52.89767144356536,61.53768539088567,56.36598377508667,47.66410267722001,48.610828630250765,64.25405932372932,A,62.5315140085228,47.30589381667332,D,59.92354731246789,51.87147486877334,38.819882919644016,53.18741246157253,51.31477422496669,42.19601421595652,0,CPF_00002,202502
65.23029856408026,55.62969236690571,43.53063222294426,49.96625542589048,46.9203847036096,43.87763265492249,68.8768765734019,50.511979018810855,54.72630345843406,54.129989121377974,46.69909808298563,36.17982431307563,44.52004181258862,36.29973372635571,47.66275942148275,50.99826315099768,57.147317275176995,47.36838727940173,30.575023090382302,39.7524924992361,51.1041804694612,50.74685842636886,57.55184973803944,62.592837114361686,49.58339976618665,40.205842617848454,40.80101829553846,55.37983672150941,58.093109039313006,57.180620438372024,59.4686146164618,63.01096693465622,45.37500846800031,40.59064047357114,49.55291243240415,59.112622830378236,44.09638308194669,68.54662133859586,44.23974829523332,57.4761024527205,55.795842217637386,50.26428906200493,44.77640074145885,41.93077914190218,50.68651457074284,55.74746929125505,59.76982807661957,46.51594170495585,68.64413663859997,B,54.87912752127886,35.46393554890476,D,53.02039323089161,47.54346647874466,46.86738562255962,41.0656193765395,50.291806606776746,62.260863811690975,0,CPF_00003,202502
47.658466252766644,43.49357430878173,56.982233136135896,48.298153774750716,31.063853330462145,39.148494734422016,55.56553124533758,44.98215807188468,36.331416367191736,47.859323022721384,57.328290818217454,45.163828604445634,47.85849689288811,60.65376272259603,57.07457710864381,43.326666187835194,62.77856655030514,36.27590262438693,48.445775674722405,68.48040191770849,61.971785314619126,50.225003882454395,60.84477524857287,68.62869121400178,50.15908658399631,48.61498978060047,48.51821466501771,57.17846228996267,74.80650917512143,55.39041496752759,42.527826915132565,39.33636924615181,53.42853465781648,55.321161341863814,41.138873486523494,44.76547570165543,57.495550374451284,61.31299050249746,69.17259534504072,38.56328698460942,35.09917324423382,37.72475757361609,53.76367037199109,49.53991171287388,59.390889436311305,52.014923231332745,58.42068860377901,60.727087407674404,40.71117541589834,C,37.65999879260072,64.027643105807,D,44.28174214275552,63.841401240464634,81.58941784588663,57.549819441107466,45.07946987989802,49.081866162624095,0,CPF_00004,202502
47.6586304305082,45.12874616235304,53.934853854217494,45.46771950672725,52.13293707372939,41.74589470021045,36.64518430900109,36.27534452115899,55.92567273847331,53.794053976051096,37.25767880923205,58.41780774784013,58.371544863313844,47.41954484388839,57.76931692354829,27.58084065491087,55.70487330863573,46.94367557593205,38.44292425083085,59.90710846624085,42.28957842858795,57.6379977236326,47.88110468801757,51.24663393407557,51.80496056078081,61.70192334070562,41.13334965315625,63.50993905727516,45.030368670794985,46.779880293825954,41.536530084873405,49.33041109684754,68.18464378381593,62.158735621989806,33.803101344833735,62.931480750212714,47.25888524619278,36.074874328615216,64.63900786174322,45.819908713665804,43.45815674239671,50.43804556607215,53.8658258917093,56.11291147238244,44.07885878664997,62.867988527259016,24.811690450818155,53.79325364030614,43.31005567560296,C,32.34168503825406,56.87456397878028,C,58.502330518370194,53.01186958077767,47.38531437459068,55.376703398384045,48.38776534153873,66.03769592813106,0,CPF_00005,202503
65.79212815507391,44.07606075761131,58.95193220027733,56.963874474567156,50.012054753622245,79.49094425308725,54.86036289417637,53.22974503617668,22.95608368397225,56.90472686121513,60.484826510505926,39.487799702174975,46.78840961294298,62.68583235647469,66.07915061119158,52.05455687036303,51.0172320847177,60.48203967675276,47.973942270819265,48.78978968990436,60.008204977684144,46.083293904959675,45.33381031824354,60.994637713956536,56.104398198094934,49.94959129776471,41.844082287808504,58.83624548970972,49.150334031118526,51.720589223662586,62.36619742142975,52.775246844762954,45.159803768037214,54.8801348637601,55.130478674102505,52.63866020902945,32.78952874370337,51.55751907831281,55.55294190013616,59.59575892385135,30.00912187102192,62.572349606742776,59.50627873126513,52.34570019936534,41.900831432108184,46.83723456809083,49.97264443908887,47.22002878254805,61.42522819504145,C,43.749578653999336,56.51448050871107,D,50.07940523023238,51.334226345092894,48.78217056989431,51.77974834187254,59.76227085996571,53.362330864003866,1,CPF_00006,202503
57.67434729152909,41.36009230320184,56.351718016819696,59.553052085705104,41.82911368931809,62.44679580736786,34.52696011061634,49.389960281446164,43.70115447636189,52.65616993172534,54.87774821084338,24.682306837491865,34.14374293230407,54.91412756355527,63.53453647621203,42.24393395397609,64.98011770304427,41.618235176684685,59.80004236133894,57.271712595339494,42.183279276531124,31.174792485325362,42.63098647768201,46.483398161657846,49.64592560954649,45.567813075723045,46.50137336923562,48.39513779671437,36.67874234723352,44.116384356932215,45.37355258118702,47.40322036492471,58.04787443527399,50.20804023772544,52.47288125627739,46.05320291339497,40.17583759519063,48.999536888963334,63.25308997267739,60.297581643090325,65.58626516962815,67.4286647005176,40.73937835650987,56.01082738107764,58.48873830285048,47.09696731264809,46.05400533260886,67.23884876422765,55.335199931423965,C,31.486412920100804,34.049677830437844,C,50.21496905689951,37.996357943574054,56.18351929807918,45.68683149418508,56.70705765399177,50.99762168767399,1,CPF_00007,202503
45.30525614065048,50.48521627944827,60.49552715319335,50.884068862918475,56.59245668432405,36.489256337919784,60.826910538870735,55.0024046943657,45.117261575484555,56.57763176150374,42.657666780289624,47.72893992219074,61.4006784649516,37.7677976993807,63.46571662610296,41.99664593834696,46.87163526948478,43.99661340993513,53.05150835874973,45.962965660020934,41.523727875031156,54.9200405410296,49.44103533386404,61.850069835830155,46.31941717856319,34.74385069954756,56.495813316461735,38.77098843923167,41.90433197910428,50.12814304566495,37.369646464229334,53.878575434155955,46.719435493232396,53.10153826101507,43.54091826737704,52.783856953208826,45.695852913127155,47.26007526836957,57.98461338977883,45.334924726498826,47.684505060547046,46.832920676740855,46.87505121858739,60.122459076529054,53.6926553465619,30.944266470274698,53.96705691513917,47.310923237849906,56.764281053209224,D,48.441655099929996,44.04510007510713,A,35.37365096268074,56.60217805135828,59.76928902813474,45.93269309478591,55.84230206873731,25.007304603814184,0,CPF_00008,202502
55.42560043585965,41.69049883588962,44.64764788439432,64.77530081055262,59.37570137626558,36.7754204325643,45.28875348182122,44.66399693560833,56.33326826071239,49.30467713757731,48.584703626621526,48.58242445972461,41.629098663849604,64.24627732077244,64.43670319166239,45.01012744020888,60.30919338366907,55.935394322931906,61.480908663974326,58.29149035059542,58.18594618343214,38.68931370065029,49.214092040311805,60.61509157175844,45.92410655340304,55.52124584729843,46.57282223121855,66.67797933004515,69.01913148662501,38.31509107900733,45.1487005790013,58.20576811668947,51.10468755886136,51.3642691806728,60.26014125707297,61.12326824390263,63.681890237485774,45.9098215218506,51.812711595140556,45.910844650800136,71.66884034816312,33.4013214974221,70.30545723224202,43.515533466280786,38.14403992225541,60.561640438100355,48.063417197062094,55.57786723886163,58.96601294853057,A,74.51625371836303,46.65453971076377,C,49.28913867214686,45.06689617044091,51.69785116454756,47.98202896998391,38.1632121547977,41.21394026573317,0,CPF_00009,202502
